Name,NetWorth,Country,Source,Rank,Age,Industry,Continent
Wang Ren-sheng,$1.2 B,Taiwan,retail,2378,89,Fashion & Retail,Asia
Wang Shumin,$1.2 B,China,manufacturing,2378,64,Manufacturing,Asia
Allan Wong,$1.2 B,Hong Kong,electronics,2378,71,Manufacturing,Asia
Wu Li-gann,$1.2 B,Taiwan,electronic components,2378,80,Manufacturing,Asia
Xiang Guangda,$1.2 B,China,metals,2378,63,Metals & Mining,Asia
Xiong Haitao,$1.2 B,China,plastics/investment,2378,57,Manufacturing,Asia
Xu Guifen & family,$1.2 B,China,food,2378,70,Food & Beverage,Asia
Yao Liangbo,$1.2 B,China,furniture retailing,2378,52,Fashion & Retail,Asia
Yi Xianzhong & family,$1.2 B,China,pharmaceuticals,2378,61,Healthcare,Asia
Yu Xuefeng,$1.2 B,Canada,pharmaceuticals,2378,58,Healthcare,North America
Yuan Jiandong & family,$1.2 B,China,pharmaceuticals,2378,51,Healthcare,Asia
Alan Zekelman,$1.2 B,Canada,steel,2378,58,Manufacturing,North America
Zhang Chuanwei & family,$1.2 B,China,machinery,2378,58,Manufacturing,Asia
Zhang Xi,$1.2 B,China,chemicals,2378,47,Manufacturing,Asia
Zhang Xuanning,$1.2 B,China,retail,2378,50,Fashion & Retail,Asia
Zhao Dongping,$1.2 B,China,technology,2378,44,Technology,Asia
Zheng Jianjiang & family,$1.2 B,China,electrical equipment,2378,60,Manufacturing,Asia
Zheng Xiaodong,$1.2 B,China,manufacturing,2378,57,Manufacturing,Asia
Zhou Minghua,$1.2 B,China,pharmaceutical,2378,57,Healthcare,Asia
Zhou Ruxin,$1.2 B,China,Navigation,2378,58,Technology,Asia
Zhou Wen & family,$1.2 B,China,chemicals,2378,56,Manufacturing,Asia
Zhou Yifeng & family,$1.2 B,China,liquefied petroleum gas,2378,42,Energy,Asia
Radhe Shyam Agarwal,$1.1 B,India,consumer goods,2524,76,Fashion & Retail,Asia
Danna Azrieli,$1.1 B,Israel,Real estate,2524,53,Real Estate,Asia
Naomi Azrieli,$1.1 B,Canada,Real estate,2524,55,Real Estate,North America
Sharon Azrieli,$1.1 B,Canada,Real estate,2524,60,Real Estate,North America
Bai Houshan,$1.1 B,China,lithium battery,2524,57,Energy,Asia
Binny Bansal,$1.1 B,India,flipkart,2524,38,Technology,Asia
Eduardo Belmont Anderson,$1.1 B,Peru,cosmetics,2524,75,Fashion & Retail,South America
John Bicket,$1.1 B,United States,sensor systems,2524,41,Technology,North America
Sanjit Biswas,$1.1 B,United States,sensor systems,2524,39,Technology,North America
Lloyd Blankfein,$1.1 B,United States,banking,2524,66,Finance & Investments,North America
Thomas Bruch,$1.1 B,Germany,retail,2524,70,Fashion & Retail,Europe
Cai Hongbin,$1.1 B,China,pharmaceuticals,2524,N/A,Healthcare,Asia
Cao Jianwei,$1.1 B,China,semiconductors,2524,42,Manufacturing,Asia
Chen Jiancheng,$1.1 B,China,manufacturing,2524,62,Manufacturing,Asia
Chen Jinshi & family,$1.1 B,China,"construction, real estate",2524,58,Real Estate,Asia
Chen Yuantai,$1.1 B,China,batteries,2524,53,Energy,Asia
Cheng Antares,$1.1 B,Hong Kong,liquor,2524,63,Food & Beverage,Asia
Ron Corio,$1.1 B,United States,solar,2524,59,Energy,North America
Trudy Shan Dai,$1.1 B,China,e-commerce,2524,45,Technology,Asia
Weili Dai,$1.1 B,United States,semiconductors,2524,59,Technology,North America
Henry Davis,$1.1 B,United States,beef processing,2524,70,Food & Beverage,North America
Charles Dunstone,$1.1 B,United Kingdom,mobile phones,2524,57,Telecom,Europe
Feng Yuxia,$1.1 B,China,pharmaceuticals,2524,56,Healthcare,Asia
Paul Fireman,$1.1 B,United States,Reebok,2524,77,Fashion & Retail,North America
Richard Fortin,$1.1 B,Canada,convinience stores,2524,72,Fashion & Retail,North America
Donald Friese,$1.1 B,United States,manufacturing,2524,80,Manufacturing,North America
Soichiro Fukutake,$1.1 B,Japan,education,2524,75,Service,Asia
Antonio Gallardo Ballart,$1.1 B,Spain,pharmaceuticals,2524,85,Healthcare,Europe
Jorge Gallardo Ballart,$1.1 B,Spain,pharmaceuticals,2524,79,Healthcare,Europe
Gao Xingjiang,$1.1 B,China,steel,2524,57,Manufacturing,Asia
Rahul Gautam,$1.1 B,India,mattresses,2524,68,Fashion & Retail,Asia
Simona Giorgetta,$1.1 B,Italy,chemical products,2524,43,Construction & Engineering,Europe
Anne Gittinger,$1.1 B,United States,Nordstrom department stores,2524,85,Fashion & Retail,North America
Gaston Glock & family,$1.1 B,Austria,guns,2524,92,Manufacturing,Australia
Radhe Shyam Goenka,$1.1 B,India,consumer goods,2524,75,Fashion & Retail,Asia
David Golub,$1.1 B,United States,private equity,2524,58,Finance & Investments,North America
Guo Jianqiang,$1.1 B,China,Electrical appliances,2524,53,Manufacturing,Asia
Polys Haji-Ioannou,$1.1 B,Cyprus,EasyJet,2524,61,Service,Europe
Fahed Hariri,$1.1 B,Lebanon,"construction, investments",2524,40,Construction & Engineering,Western asia
Ho Kuang-chi,$1.1 B,Taiwan,Restaurants,2524,58,Food & Beverage,Asia
Ming Hsieh,$1.1 B,United States,Fulgent Genetics,2524,65,Healthcare,North America
Hu Rongda & family,$1.1 B,China,chemicals,2524,62,Manufacturing,Asia
Huang Qiaolong & family,$1.1 B,China,tourism,2524,61,Service,Asia
Mohammed Ibrahim,$1.1 B,United Kingdom,communications,2524,74,Telecom,Europe
Hedda im Brahm-Droege,$1.1 B,Germany,investments,2524,66,Finance & Investments,Europe
Hiroshi Ishibashi,$1.1 B,Japan,tires,2524,74,Automotive,Asia
Mitchell Jacobson,$1.1 B,United States,industrial equipment,2524,70,Service,North America
Jiang Xuefei & family,$1.1 B,China,printed circuit boards,2524,51,Technology,Asia
Jin Lei & family,$1.1 B,China,medical equipment,2524,66,Healthcare,Asia
Kenji Kasahara,$1.1 B,Japan,social network,2524,45,Technology,Asia
Richard Kayne,$1.1 B,United States,investments,2524,75,Finance & Investments,North America
Chang-soo Kim,$1.1 B,South Korea,apparel,2524,60,Fashion & Retail,Asia
Alexander Knauf,$1.1 B,Germany,building materials,2524,46,Manufacturing,Europe
Martin Knauf,$1.1 B,Germany,building materials,2524,N/A,Manufacturing,Europe
Robert Knauf,$1.1 B,Germany,building materials,2524,N/A,Manufacturing,Europe
Gennady Kozovoy,$1.1 B,Russia,coal,2524,69,Energy,Europe and Asia
Eduard Kucera,$1.1 B,Czechia,software,2524,68,Technology,Europe
Lai Baosheng,$1.1 B,China,consumer technology,2524,N/A,Technology,Asia
Lai Guogui & family,$1.1 B,China,machinery,2524,57,Manufacturing,Asia
Lam Lung On & family,$1.1 B,China,real estate,2524,56,Real Estate,Asia
Michiel Le Roux,$1.1 B,South Africa,banking,2524,71,Finance & Investments,Africa
Lee Ho-jin,$1.1 B,South Korea,diversified,2524,58,Diversified,Asia
Lee Joong-keun,$1.1 B,South Korea,"construction, real estate",2524,80,Construction & Engineering,Asia
Manfredi Lefebvre d'Ovidio,$1.1 B,Italy,cruises,2524,67,Service,europe
Nancy Lerner,$1.1 B,United States,"banking, credit cards",2524,60,Finance & Investments,North America
Norma Lerner,$1.1 B,United States,banking,2524,85,Finance & Investments,North America
Randolph Lerner,$1.1 B,United States,"banking, credit cards",2524,59,Finance & Investments,North America
Li Qiong,$1.1 B,China,online games,2524,43,Technology,Asia
Li Wenmei & family,$1.1 B,China,medical equipment,2524,58,Healthcare,Asia
Lim Hariyanto Wijaya Sarwono,$1.1 B,Indonesia,"palm oil, nickel mining",2524,92,Energy,Asia
Liu Shenghui,$1.1 B,China,infant formula,2524,51,Food & Beverage,Asia
Lou Boliang & family,$1.1 B,United States,pharmaceuticals,2524,57,Healthcare,North America
Low Tuck Kwong,$1.1 B,Indonesia,coal,2524,72,Energy,Asia
Lu Weiding,$1.1 B,China,diversified,2524,50,Diversified,Asia
Lv Yongxiang,$1.1 B,China,magnetic switches,2524,71,Manufacturing,Asia
"Cargill MacMillan, III.",$1.1 B,United States,Cargill,2524,61,Food & Beverage,North America
John MacMillan,$1.1 B,United States,Cargill,2524,71,Food & Beverage,North America
Martha MacMillan,$1.1 B,United States,Cargill,2524,69,Food & Beverage,North America
William MacMillan,$1.1 B,United States,Cargill,2524,66,Food & Beverage,North America
Yasseen Mansour,$1.1 B,Egypt,diversified,2524,59,Diversified,Africa
John Martin,$1.1 B,United States,pharmaceuticals,2524,69,Healthcare,North America
Carsten Maschmeyer,$1.1 B,Germany,finance and investments,2524,61,Finance & Investments,Europe
Bruce Mathieson,$1.1 B,Australia,hotels,2524,77,Food & Beverage,Australia
John McConnell & family,$1.1 B,United States,steel,2524,67,Manufacturing,North America
Takanori Nakamura,$1.1 B,Japan,cloud software,2524,48,Technology,Asia
Bruce Nordstrom,$1.1 B,United States,Nordstrom department stores,2524,87,Fashion & Retail,North America
Madeleine Olsson Ericksson,$1.1 B,Sweden,diversified,2524,76,Diversified,Europe
Ou Xueming,$1.1 B,China,real estate,2524,72,Real Estate,Asia
Mats Paulsson & family,$1.1 B,Sweden,construction,2524,76,Construction & Engineering,Europe
Peng Hao,$1.1 B,China,electronics,2524,53,Manufacturing,Asia
"Ricardo Po, Sr. & family",$1.1 B,Philippines,canned food,2524,90,Food & Beverage,Asia
Forrest Preston,$1.1 B,United States,health care,2524,88,Healthcare,North America
Enrico Preziosi,$1.1 B,Italy,toys,2524,73,Fashion & Retail,Europe
Pu Shulin,$1.1 B,China,TV shows,2524,65,Media & Entertainment,Asia
Qiu Lingyun,$1.1 B,China,consumer technology,2524,45,Technology,Asia
Vera Rechulski Santo Domingo,$1.1 B,Brazil,beer,2524,72,Food & Beverage,South America
M.Satyanarayana Reddy,$1.1 B,India,pharmaceuticals,2524,63,Healthcare,Asia
Ruan Hongxian & family,$1.1 B,China,pharmaceuticals,2524,54,Healthcare,Asia
Chanchai Ruayrungruang,$1.1 B,China,real estate,2524,67,Real Estate,Asia
Daisuke Sasaki,$1.1 B,Japan,software,2524,40,Technology,Asia
Jack Schuler,$1.1 B,United States,pharmaceuticals,2524,80,Healthcare,North America
Neerja Sethi,$1.1 B,United States,"IT consulting, outsourcing",2524,66,Technology,North America
Shin Dong-guk,$1.1 B,South Korea,Pharmaceuticals,2524,71,Healthcare,Asia
Edgar Sia II,$1.1 B,Philippines,fast food,2524,44,Food & Beverage,Asia
Michael S. Smith,$1.1 B,United States,liquefied natural gas,2524,65,Energy,North America
Su Rubo,$1.1 B,China,real estate,2524,66,Real Estate,Asia
Sun Xishuang,$1.1 B,China,real estate,2524,67,Real Estate,Asia
Sehat Sutardja,$1.1 B,United States,semiconductors,2524,59,Technology,North America
Susanto Suwarto,$1.1 B,Indonesia,media,2524,65,Media & Entertainment,Asia
Tan Eng Kee,$1.1 B,Malaysia,factory equipment,2524,51,Manufacturing,Asia
Tan Yu Wei,$1.1 B,Malaysia,retail,2524,48,Fashion & Retail,Asia
Yoshikazu Tanaka,$1.1 B,Japan,social network,2524,44,Technology,Asia
Hary Tanoesoedibjo,$1.1 B,Indonesia,media,2524,55,Media & Entertainment,Asia
Mehmet Sinan Tara,$1.1 B,Turkey,construction,2524,62,Construction & Engineering,Europe and Asia
Shirou Terashita,$1.1 B,Japan,investor relations consulting,2524,62,Service,Asia
Carl Thoma,$1.1 B,United States,investments,2524,72,Finance & Investments,North America
Tseng Sing-ai,$1.1 B,Taiwan,petrochemicals,2524,N/A,Manufacturing,Asia
Sunil Vachani,$1.1 B,India,electronics,2524,52,Manufacturing,Asia
Jan Van Geet,$1.1 B,Belgium,real estate developer,2524,49,Real Estate,Europe
Sekar Vembu,$1.1 B,India,business software,2524,49,Technology,Asia
Wang Han,$1.1 B,China,airline,2524,33,Diversified,Asia
Wang Jianliang,$1.1 B,China,consumer technology,2524,45,Technology,Asia
Wang Kunxiao,$1.1 B,China,oilfield equipment,2524,51,Manufacturing,Asia
Wen Pengcheng & family,$1.1 B,China,agribusiness,2524,58,Food & Beverage,Asia
Wen Yibo & family,$1.1 B,China,wastewater treatment,2524,55,Service,Asia
Anne Werninghaus,$1.1 B,Brazil,industrial machinery,2524,35,Manufacturing,South America
Dan Wilks,$1.1 B,United States,natural gas,2524,64,Energy,North America
Wong Hei & family,$1.1 B,China,conglomerate,2524,59,Diversified,Asia
Wong Hong King,$1.1 B,China,real estate,2524,59,Real Estate,Asia
Wu Chung-yi,$1.1 B,Taiwan,manufacturing,2524,65,Manufacturing,Asia
Wu Eddie Yongming,$1.1 B,China,e-commerce,2524,46,Technology,Asia
Eugene Wu,$1.1 B,Taiwan,finance,2524,75,Finance & Investments,Asia
Wu Wei,$1.1 B,China,education,2524,53,Service,Asia
Xiao Guoqing,$1.1 B,China,education,2524,52,Service,Asia
George Yancopoulos,$1.1 B,United States,pharmaceuticals,2524,61,Healthcare,North America
Yao Lisheng,$1.1 B,China,electronics,2524,51,Technology,Asia
Yu Faxiang,$1.1 B,China,"tourism, cultural industry",2524,49,Media & Entertainment,Asia
Yuan Jinhua,$1.1 B,China,Manufacturing,2524,61,Manufacturing,Asia
Igor Yusufov,$1.1 B,Russia,oil & gas,2524,64,Energy,Europe and Asia
Zan Shengda,$1.1 B,China,diversified,2524,58,Diversified,Asia
Zeng Huansha,$1.1 B,China,real estate,2524,53,Real Estate,Asia
Zhang Xuewu,$1.1 B,China,snacks,2524,46,Food & Beverage,Asia
Zhang Yuxiang & family,$1.1 B,China,apparel,2524,56,Fashion & Retail,Asia
Zhao Tongtong,$1.1 B,Canada,Hotels,2524,54,Service,North America
Tony Zhao,$1.1 B,China,software,2524,49,Technology,Asia
Zhong Peifeng,$1.1 B,United States,semiconductor,2524,58,Telecom,North America
Zhou Ping & family,$1.1 B,China,utilities,2524,58,Service,Asia
Zhou Yahui,$1.1 B,China,online games,2524,44,Technology,Asia
Boris Zingarevich,$1.1 B,Russia,"pulp and paper, diversified",2524,61,Diversified,Europe and Asia
Ahmet Nazif Zorlu,$1.1 B,Turkey,diversified,2524,76,Diversified,Europe and Asia
A. Jayson Adair,$1 B,United States,damaged cars,2674,51,Automotive,North America
Albert Avdolyan,$1 B,Russia,"oil, mining",2674,50,Energy,Europe and Asia
Baiju Bhatt,$1 B,United States,stock trading app,2674,36,Finance & Investments,North America
"Wilbur 'Ed' Bosarge, Jr.",$1 B,United States,high speed trading,2674,81,Finance & Investments,North America
Ina Chan,$1 B,Hong Kong,casinos,2674,67,Gambling & Casinos,Asia
Chang Byung-gyu,$1 B,South Korea,Bluehole,2674,47,Technology,Asia
Chung Mong-joon,$1 B,South Korea,"shipbuilding, industrial machines",2674,69,Manufacturing,Asia
Carmen Daurella Aguilera,$1 B,Spain,Coca-Cola bottler,2674,N/A,Food & Beverage,Europe
GT Dave,$1 B,United States,kombucha,2674,44,Food & Beverage,North America
Mukand Lal Dua,$1 B,India,footwear,2674,72,Fashion & Retail,Asia
Ramesh Kumar Dua,$1 B,India,footwear,2674,67,Fashion & Retail,Asia
Jose Elias,$1 B,Spain,wind power,2674,44,Energy,Europe
Larry Fink,$1 B,United States,money management,2674,68,Finance & Investments,North America
Horst-Otto Gerberding,$1 B,Germany,flavors and fragrances,2674,68,Food & Beverage,Europe
Gim Seong-gon,$1 B,South Korea,renewable energy,2674,67,Manufacturing,Asia
Gou Yiqun,$1 B,China,restaurant,2674,48,Food & Beverage,Asia
Clelia Haji-Ioannou,$1 B,Cyprus,EasyJet,2674,50,Service,Europe
Hang Hong,$1 B,China,machinery,2674,53,Manufacturing,Asia
Ronnen Harary,$1 B,Canada,toys,2674,49,Manufacturing,North America
David Harding,$1 B,United Kingdom,finance,2674,59,Finance & Investments,Europe
David Helgason,$1 B,Iceland,game software,2674,43,Technology,Europe
Hou Jianbin,$1 B,China,education,2674,39,Service,Asia
Hur Young-in,$1 B,South Korea,"bakeries, fast food",2674,71,Food & Beverage,Asia
Jiang Long,$1 B,China,Manufacturing,2674,47,Technology,Asia
Morris Kahn,$1 B,Israel,software,2674,91,Technology,Asia
Ashok Kajaria,$1 B,India,tiles,2674,73,Manufacturing,Asia
T.S. Kalyanaraman,$1 B,India,jewelry,2674,73,Fashion & Retail,Asia
Kim Kardashian West,$1 B,United States,"cosmetics, reality TV",2674,40,Fashion & Retail,North America
David Katzman,$1 B,United States,teeth aligners,2674,61,Service,North America
Bom Kim,$1 B,United States,online retailing,2674,42,Technology,North America
Masatoshi Kumagai,$1 B,Japan,internet services,2674,57,Technology,Asia
Lev Kvetnoi,$1 B,Russia,cement,2674,55,Finance & Investments,Europe and Asia
Vladimir Leschikov,$1 B,Russia,real estate,2674,64,Real Estate,Europe and Asia
Li Yinan,$1 B,China,Investments,2674,51,Finance & Investments,Asia
Liu Qingfeng,$1 B,China,software,2674,48,Technology,Asia
Jose Llado Fernandez-Urrutia,$1 B,Spain,construction,2674,87,Construction & Engineering,Europe
Kenneth Lo,$1 B,United Kingdom,textiles,2674,82,Finance & Investments,Europe
Ma Hong,$1 B,China,machinery,2674,50,Manufacturing,Asia
Sergei Makhlai,$1 B,Russia,fertilizers,2674,52,Manufacturing,Europe and Asia
Rafique Malik,$1 B,India,footwear,2674,70,Fashion & Retail,Asia
Mao Huihua,$1 B,Canada,pharmaceuticals,2674,59,Healthcare,North America
Michael McCain,$1 B,Canada,packaged meats,2674,N/A,Food & Beverage,North America
Mofatraj Munot,$1 B,India,real estate,2674,76,Real Estate,Asia
Vitaly Orlov,$1 B,Russia,fisheries,2674,56,Food & Beverage,Europe and Asia
George Pedersen,$1 B,United States,defense contractor,2674,85,Manufacturing,North America
David Penaloza Alanis,$1 B,Mexico,toll roads,2674,47,Construction & Engineering,North America
Tyler Perry,$1 B,United States,"movies, television",2674,51,Media & Entertainment,North America
Maria Pinheiro,$1 B,Brazil,supermarkets,2674,N/A,Fashion & Retail,South America
Anton Rabie,$1 B,Canada,toys,2674,49,Manufacturing,North America
Jorge Rodriguez Rodriguez,$1 B,Peru,processed milk,2674,75,Diversified,South America
Hartley Rogers,$1 B,United States,asset management,2674,61,Finance & Investments,North America
Alan Rydge,$1 B,Australia,entertainment,2674,68,Media & Entertainment,Australia
Shin Dong-joo,$1 B,South Korea,retail,2674,67,Fashion & Retail,Asia
Scott Smith,$1 B,United States,cloud computing,2674,71,Technology,North America
Zakhar Smushkin,$1 B,Russia,"pulp and paper, diversified",2674,59,Diversified,Europe and Asia
Marco Squinzi,$1 B,Italy,chemical products,2674,49,Construction & Engineering,Europe
Veronica Squinzi,$1 B,Italy,chemical products,2674,49,Construction & Engineering,Europe
Axel Stawski,$1 B,United States,real estate,2674,70,Real Estate,North America
Manny Stul,$1 B,Australia,toys,2674,71,Manufacturing,Australia
Vlad Tenev,$1 B,United States,stock trading,2674,34,Finance & Investments,North America
Rit Thirakomen,$1 B,Thailand,restaurants,2674,69,Food & Beverage,Asia
Tong Judy Wenhong,$1 B,China,e-commerce,2674,51,Technology,Asia
Tsai Chi-jui,$1 B,Taiwan,shoes,2674,81,Fashion & Retail,Asia
Surin Upatkoon,$1 B,Thailand,"telecom, lotteries, insurance",2674,71,Diversified,Asia
Ruben Vardanyan,$1 B,Russia,investment banking,2674,52,Finance & Investments,Europe and Asia
Murat Vargi,$1 B,Turkey,telecom,2674,73,Telecom,Europe and Asia
Vlad Vendrow & family,$1 B,United States,software,2674,53,Technology,North America
Wang Qiangxiang,$1 B,China,artificial turf,2674,49,Service,Asia
Wang Wenjian,$1 B,China,optical devices,2674,74,Technology,Asia
J. Wayne Weaver,$1 B,United States,Shoes,2674,85,Diversified,North America
Sandy Weill,$1 B,United States,Citigroup,2674,88,Finance & Investments,North America
Xia Zhisheng & family,$1 B,China,home appliances,2674,79,Technology,Asia
Xu Jin,$1 B,China,wine,2674,56,Food & Beverage,Asia
Vadim Yakunin,$1 B,Russia,pharmacy,2674,58,Healthcare,Europe and Asia
Mark Haoyong Yang,$1 B,China,e-commerce,2674,46,Technology,Asia
Yao Hsiao Tung,$1 B,Singapore,Manufacturing,2674,81,Manufacturing,Asia
Yu De-Chao,$1 B,United States,pharmaceuticals,2674,57,Healthcare,North America
